paper_id,title,agree
163,contrasting distribution patterns of invasive and naturalized non-native species along environmental gradients in a semi-arid montane ecosystem,no
209,invasive pathogens at alpine treeline: consequences for treeline dynamics,no
282,characterizing the thermal suitability of instream habitat for salmonids: a cautionary example from the rocky mountains,no
285,"glacier change of the columbia icefield, canadian rocky mountains, 1919-2009",no
288,"climatic, landform, microtopographic, and overstory canopy controls of tree invasion in a subalpine meadow landscape, oregon cascades, usa",no
289,"perspectives on climate change, mountain hydrology, and water resources in the oregon cascades, usa",no
290,modeling interannual variability in snow-cover development and melt for a semiarid mountain catchment,no
292,"estimates of future flow, including extremes, of the columbia river headwaters",no
293,changes in spring snowpack for selected basins in the united states for different climate-change scenarios,no
294,"climate determines upper, but not lower, altitudinal range limits of pacific northwest conifers",no
295,"influences of the biophysical environment on blister rust and mountain pine beetle, and their interactions, in whitebark pine forests",no
296,modeling the effects of developmental variation on insect phenology,no
297,effects of climate change and wildfire on stream temperatures and salmonid thermal habitat in a mountain river network,no
298,on glacier retreat and drought cycles in the rocky mountains of montana and canada,no
299,optimized flood control in the columbia river basin for a global warming scenario,no
300,modeling tamarisk (tamarix spp.) habitat and climate change effects in the northwestern united states,no
311,"carbon implications of current and future effects of drought, fire and management on pacific northwest forests",no
313,sensitivity of soil water availability to changing snowmelt timing in the western us,no
319,"a spatiotemporal pattern analysis of historical mountain pine beetle outbreaks in british columbia, canada",no
328,"glacier meltwater contributions and glaciometeorological regime of the illecillewaet river basin, british columbia, canada",no
335,continued warming could transform greater yellowstone fire regimes by mid-21st century,no
336,the unusual nature of recent snowpack declines in the north american cordillera,no
338,a process-based approach to estimate lodgepole pine (pinus contorta dougl.) distribution in the pacific northwest under climate change,no
339,observations and modeling of aboveground tree carbon stocks and fluxes following a bark beetle outbreak in the western united states,no
340,"groundwater level responses in temperate mountainous terrain: regime classification, and linkages to climate and streamflow",no
344,a new look at snowpack trends in the cascade mountains,no
345,"relationship between fire, climate oscillations, and drought in british columbia, canada, 1920-2000",no
346,spatial patterns of glaciers in response to spatial patterns in regional climate,no
349,a mechanistic assessment of nutrient flushing at the catchment scale,no
352,a method for estimating vulnerability of douglas-fir growth to climate change in the northwestern us,no
356,belowground carbon pools and processes in different age stands of douglas-fir,no
361,the economic impact of the mountain pine beetle infestation in british columbia: provincial estimates from a cge analysis,no
365,multi-scale environmental filters and niche partitioning govern the distributions of riparian vegetation guilds,no
367,"adapting transportation to climate change on federal lands in washington state, usa",no
368,elevation-dependent responses of streamflow to climate warming,no
379,"impacts of dams on flow regimes in three headwater subbasins of the columbia river basin, united states",no
380,"factors influencing legacy pollutant accumulation in alpine osprey: biology, topography, or melting glaciers?",no
382,modeling lodgepole and jack pine vulnerability to mountain pine beetle expansion into the western canadian boreal forest,no
383,a grid-based approach for simulating stream temperature,no
384,survival and population size of a resident bird species are declining as temperature increases,no
385,climate change could alter the distribution of mountain pine beetle outbreaks in western canada,no
386,enhanced sediment delivery in a changing climate in semi-arid mountain basins: implications for water resource management and aquatic habitat in the northern rocky mountains,no
389,deep groundwater mediates streamflow response to climate warming in the oregon cascades,no
393,development of scale-free climate data for western canada for use in resource management,no
394,downscaling simulations of future global climate with application to hydrologic modelling,no
396,mid-century ensemble regional climate change scenarios for the western united states,no
397,climate change and the outbreak ranges of two north american bark beetles,no
398,"assessment of climate change and freshwater ecosystems of the rocky mountains, usa and canada",no
400,scientific knowledge and knowledge needs in climate adaptation policy,no
402,"longitudinal changes in stream invertebrate assemblages of grand teton national park, wyoming",no
403,"low genetic diversity, restricted dispersal, and elevation-specific patterns of population decline in american pikas in an atypical environment",no
405,"complex challenges of maintaining whitebark pine in greater yellowstone under climate change: a call for innovative research, management, and policy approaches",no
407,"get real: climate change and all that ""it' entails",no
412,a model for mountain pine beetle outbreaks in an age-structured forest: predicting severity and outbreak-recovery cycle period,no
414,life-stage-specific physiology defines invasion extent of a riverine fish,no
417,"extinction debt in naturally contracting mountain meadows in the pacific northwest, usa: varying responses of plants and feeding guilds of nocturnal moths",no
420,"the importance of seasonal temperature and moisture patterns on growth of douglas-fir in western oregon, usa",no
422,changes in blister rust infection and mortality in whitebark pine over time,no
427,lapse rate adjustments of gridded surface temperature normals in an area of complex terrain: atmospheric reanalysis versus statistical up-sampling,no
428,population fragmentation and inter-ecosystem movements of grizzly bears in western canada and the northern united states,no
438,mycorrhizal networks and complex systems: contributions of soil ecology science to managing climate change effects in forested ecosystems,no
441,decision support for evaluating landscape departure and prioritizing forest management activities in a changing environment,no
442,us forest service bark beetle research in the western united states: looking toward the future,no
446,variation in the relationship between snowmelt runoff in oregon and enso and pdo,no
447,effects of climate change on range expansion by the mountain pine beetle in british columbia,no
448,trends in temperature and precipitation in the pacific northwest during the twentieth century,no
449,soil-surface carbon dioxide efflux and microbial biomass in relation to tree density 13 years after a stand replacing fire in a lodgepole pine ecosystem,no
451,transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications,no
456,"potential near-future carbon uptake overcomes losses from a large insect outbreak in british columbia, canada",no
461,a forest vulnerability index based on drought and high temperatures,no
463,effects of increased soil water availability on grassland ecosystem carbon dioxide fluxes.,no
465,weak effect of climate variability on coexistence in a sagebrush steppe community.,no
466,"climatic and biophysical controls on conifer species distributions in mountain forests of washington state, usa.",no
469,impacts of postdam land use/land cover changes on modification of extreme precipitation in contrasting hydroclimate and terrain features,no
475,"catchment-scale modeling of nitrogen dynamics in a temperate forested watershed, oregon. an interdisciplinary communication strategy",no
476,modis terra collection 6 fractional snow cover validation in mountainous terrain during spring snowmelt using landsat tm and etm+,no
485,"genetic responses to climate in <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>: niche breadth, climate change, and reforestation.",no
492,a two-parameter climate elasticity of streamflow index to assess climate change effects on annual streamflow.,no
494,"diversity of vascular plant species in the montane boreal forest of western canada in response to climatic changes during the last 25 ka, fire, and land use.",no
495,regional analysis of the impacts of climate change on cheatgrass invasion shows potential risk and opportunity.,no
497,local-scale validation of the surface observation gridding system with weather observations in a semi-arid environment.,no
498,"modeling amphibian energetics, habitat suitability, and movements of western
toads, anaxyrus (=bufo) boreas, across present and future landscapes",no
499,comparison of growth and stress in resident redband trout held in laboratory simulations of montane and desert summer temperature cycles.,no
508,modelling climate change impacts on spring runoff for the rocky mountains of montana and alberta ii: runoff change projections using future scenarios.,no
509,"periglacial debris-flow initiation and susceptibility and glacier recession from imagery, airborne lidar, and ground-based mapping.",no
511,downscaling extremes - an intercomparison of multiple statistical methods for present climate.,no
513,"estimates of carbon stored in harvested wood products from the united states forest service northern region, 1906-2010.",no
516,spatial heterogeneity in ecologically important climate variables at coarse and fine scales in a high-snow mountain landscape.,no
517,stream isotherm shifts from climate change and implications for distributions of ectothermic organisms.,no
521,using climate-fvs to project landscape-level forest carbon stores for 100 years from field and lidar measures of initial conditions.,no
522,validation and sensitivity test of the distributed hydrology soil-vegetation model (dhsvm) in a forested mountain watershed.,no
524,patterns and variability of projected bioclimatic habitat for pinus albicaulis in the greater yellowstone area,no
527,"hydrologic modeling using elevationally adjusted narr and narccap regional climate-model simulations: tucannon river, washington.",no
528,"modeling ecohydrological impacts of land management and water use in the silver creek basin, idaho.",no
532,climate trends but little net water supply shift in one of canada's most water-stressed regions over the last century.,no
533,climate change adaptation and restoration of western trout streams: opportunities and strategies.,no
534,using custom scientific workflow software and gis to inform protected area climate adaptation planning in the greater yellowstone ecosystem.,no
539,"adapting transportation to climate change on federal lands in washington state, u.s.a.",no
542,forest managers' response to climate change science: evaluating the constructs of boundary objects and organizations.,no
546,surface water input from snowmelt and rain throughfall in western juniper: potential impacts of climate change and shifts in semi-arid vegetation.,no
549,regeneration of montane forests 24 years after the 1988 yellowstone fires: a fire-catalyzed shift in lower treelines?,no
554,human-induced modifications to land surface fluxes and their implications on water management under past and future climate change conditions.,no
555,"annual and decadal climate forcing of historical fire regimes in the interior pacific northwest, usa",no
556,hydroclimate of the western united states based on observations and regional climate simulation of 1981-2000. part ii: mesoscale enso anomalies,no
557,statistical precipitation downscaling over the northwestern united states using numerically simulated precipitation as a predictor,no
564,"the effect of observation time and sampling frequency on mean daily maximum, minimum and average temperature.",no
566,transferring soils from high- to low-elevation forests increases nitrogen cycling rates: climate change implications.,no
567,potential climate change impacts on mountain watersheds in the pacific northwest.,no
568,the effect of climate change on floods in british columbia.,no
570,"are climate-tree growth relationships changing in north-central idaho, u.s.a.?",no
571,a comparison of delta change and downscaled gcm scenarios for three mountainous basins in the united states.,no
575,"modelling conifer species distributions in mountain forests of washington state, usa.",no
576,"carbon storage in subalpine tree island, north cascade range, washington.",no
578,"rocky mountain ecosystems: diversity, complexity and interactions.",no
582,a bird's eye view of small tenure holdings in british columbia.,no
586,has spring snowpack declined in the washington cascades?,no
591,controls on the temporal and spatial variability of soil moisture in a mountainous landscape: the signature of snow and complex terrain.,no
595,decline of planted lodgepole pine in the southern interior of british columbia.,no
600,standardized occupancy maps for selected wildlife in central british columbia.,no
602,climate change and western public lands: a survey of u.s. federal land managers on the status of adaptation efforts.,no
603,"sensitivity of berry productivity to climatic variation in the cabinet-yaak grizzly bear recovery zone, northwest united states, 1989-2010.",no
604,wood microsites at timberline-alpine meadow borders: implications for conifer seedling regeneration and alpine meadow conifer invasion.,no
605,biodiversity indicators show climate change will alter vegetation in parks and protected areas.,no
607,climate change opportunities for idaho's irrigation supply and deliveries.,no
608,climate change and stream temperature projections in the columbia river basin: habitat implications of spatial variation in hydrologic drivers.,no
609,climate-moderated responses to wildfire by macroinvertebrates and basal food resources in montane wilderness streams.,no
610,genetic diversity is related to climatic variation and vulnerability in threatened bull trout.,no
611,floodplain forest succession reveals fluvial processes: a hydrogeomorphic model for temperate riparian woodlands.,no
614,the cold-water climate shield: delineating refugia for preserving salmonid fishes through the 21st century.,no
615,"non-stationary temporal response of mountain hemlock growth to climatic variability in the north cascade range, washington, usa.",no
616,assessing the impacts of projected climate change on biodiversity in the protected areas of western north america.,no
620,the natural history of the south hills crossbill in relation to its impending extinction.,no
622,impacts of projected climate changes on streamflow and sediment transport for three snowmelt-dominated rivers in the interior pacific northwest.,no
623,high and dry: post-fire tree seedling establishment in subalpine forests decreases with post-fire drought and large stand-replacing burn patches.,no
631,effect of climate change on hydrologic regime of two climatically different watersheds,no
636,growth responses of subalpine fir to climatic variability in the pacific northwest.,no
637,trends in temperature and precipitation in the pacific northwest during the twentieth century,no
645,"water, adaptation, and property rights on the snake and klamath rivers.",no
646,climate change implications for wind power resources in the northwest united states.,no
649,the relative impact of harvest and fire upon landscape-level dynamics of older forests: lessons from the northwest forest plan.,no
650,detection and attribution of streamflow timing changes to climate change in the western united states.,no
651,"the coastal-disjunct mesic flora in the inland pacific northwest of usa and canada: refugia, dispersal and disequilibrium.",no
654,climate-streamflow linkages in the north-central rocky mountains: implications for a changing climate.,no
657,distribution of american pikas in a low-elevation lava landscape: conservation implications from the range periphery.,no
658,ecological impacts and management strategies for western larch in the face of climate-change,no
667,the adaptation for conservation targets (act) framework: a tool for incorporating climate change into natural resource management.,no
669,"climate and glacier mass balance trends from ad 1780 to present in the columbia mountains, british columbia, canada.",no
671,a system dynamics model for conjunctive management of water resources in the snake river basin.,no
675,climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem.,no
677,an innovative aerial assessment of greater yellowstone ecosystem mountain pine beetle-caused whitebark pine mortality.,no
683,drought-triggered western spruce budworm outbreaks in the interior pacific northwest: a multi-century dendrochronological record.,no
686,a simple framework for assessing the sensitivity of mountain watersheds to warming-driven snowpack loss.,no
689,climate contributors to forest mosaics: ecological persistence following wildfire.,no
692,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",no
698,adaptation of lodgepole pine and interior spruce to climate: implications for reforestation in a warming world.,no
699,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",no
701,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,no
705,montane meadows as indicators of environmental change.,no
707,taking the pulse of mountains: ecosystem responses to climatic variability.,no
710,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",no
714,"multi-season climate synchronized forest fires throughout the 20th century, northern rockies, usa.",no
716,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,no
717,selection of spatial-temporal lattice models: assessing the impact of climate conditions on a mountain pine beetle outbreak.,no
718,"fuel treatment impacts on estimated wildfire carbon loss from forests in montana, oregon, california, and arizona.",no
719,gradient-based habitat affinities predict species vulnerability to drought.,no
722,why land planners and water managers don't talk to one another and why they should!,no
727,strong selection genome-wide enhances fitness trade-offs across environments and episodes of selection.,no
732,"changes in glacier and alpine runoff in the north cascade range, washington, usa 1985-1993.",no
733,future climate in the yellowstone national park region and its potential impact on vegetation.,no
737,physiology on a landscape scale: plant-animal interactions.,no
739,quantifying relationships between bird and butterfly community shifts and environmental change.,no
740,carbon storage on landscapes with stand-replacing fires.,no
741,hydrologic regime and herbivory stabilize an alternative state in yellowstone national park.,no
742,recent changes in glacier area and volume within the southern canadian cordillera.,no
746,declining summer flows of rocky mountain rivers: changing seasonal hydrology and probable impacts on floodplain forests.,no
749,"postfire changes in forest carbon storage over a 300-year chronosequence of <i xmlns=""http://www.w3.org/1999/xhtml"">pinus contorta</i>-dominated forests.",no
759,sensitivity of juvenile salmonid growth to future climate trends,no
764,"discontinuous headwater stream networks with stable flowheads, salmon river basin, idaho",no
778,impacts of projected climate changes on streamflow and sediment transport for three snowmelt-dominated rivers in the interior pacific northwest,no
780,a columbia river basalt group aquifer in sustained drought: insight from geophysical methods,no
782,estimation of columbia river virgin flow: 1879 to 1928,no
785,using wavelet analysis to detect changes in water temperature regimes at multiple scales: effects of multi-purpose dams in the willamette river basin,no
786,"���it's so different today���: climate change and indigenous lifeways in british columbia, canada",no
787,accounting for downscaling and model uncertainty in fine-resolution seasonal climate projections over the columbia river basin,no
788,are human values and community participation key to climate adaptation? the case of community forest organisations in british columbia,no
791,climate change impacts on western pacific northwest prairies and savannas,no
800,simulating columbia river flows with data from regional-scale climate models,no
807,"impact of climate change on north cascade alpine glaciers, and alpine runoff",no
814,a two-stage information-theoretic approach to modeling landscape-level attributes and maximum recruitment of chinook salmon in the columbia river basin,no
815,"assessing climate-change risks to cultural and natural resources in the yakima river basin, washington, usa",no
170,diversifying managed forests to increase resilience,yes
226,"summer stream temperatures influence sculpin distributions and spatial partitioning in the upper clark fork river basin, montana",yes
283,potential effects of climate change on streambed scour and risks to salmonid survival in snow-dominated mountain basins,yes
284,oregon hydrologic landscapes: a classification framework,yes
286,climate and streamflow trends in the columbia river basin: evidence for ecological and engineering resilience to climate change,yes
287,landscape-scale analysis of aboveground tree carbon stocks affected by mountain pine beetles in idaho,yes
291,small soil storage capacity limits benefit of winter snowpack to upland vegetation,yes
301,mountain pine beetle and forest carbon feedback to climate change,yes
302,anticipated climate warming effects on bull trout habitats and populations across the interior columbia river basin,yes
304,mountain hydrology of the western united states,yes
307,flow regime alterations under changing climate in two river basins: implications for freshwater ecosystems,yes
308,declining mountain snowpack in western north america,yes
309,fire-induced erosion and millennialscale climate change in northern ponderosa pine forests,yes
310,characteristics of the western united states snowpack from snowpack telemetry (snotel) data,yes
312,projected future vegetation changes for the northwest united states and southwest canada at a fine spatial resolution using a dynamic global vegetation model,yes
314,snow cover variability in a forest ecotone of the oregon cascades via modis terra products,yes
315,"epiphytic macrolichen indication of air quality and climate in interior forested mountains of the pacific northwest, usa",yes
317,mountain landscapes offer few opportunities for high-elevation tree species migration,yes
318,how will orographic precipitation respond to surface warming? an idealized thermodynamic perspective,yes
321,bull trout trends in abundance and probabilities of persistence in idaho,yes
324,population connectivity and genetic diversity of american marten (martes americana) in the united states northern rocky mountains in a climate change context,yes
325,"the relative influence of temperature, moisture and their interaction on range limits of mammals over the past century",yes
327,spatial and temporal change in the hydro-climatology of the canadian portion of the columbia river basin under multiple emissions scenarios,yes
329,controls of summer stream temperature in the pacific northwest,yes
331,reconstructing historical snow depth surfaces to evaluate changes in critical demographic rates and habitat components of snow-dependent and snow-restricted species,yes
332,climate change refugia for biodiversity in the klamath-siskiyou ecoregion,yes
333,"modeling effects of climate change and fire management on western white pine (pinus monticola) in the northern rocky mountains, usa",yes
334,twenty years after the 1988 yellowstone fires: lessons about disturbance and ecosystems,yes
337,interspecies synchrony in salmonid densities associated with large-scale bioclimatic conditions in central idaho,yes
341,local atmospheric decoupling in complex topography alters climate change impacts,yes
342,"forest ecosystems, disturbance, and climatic change in washington state, usa",yes
343,surface temperature lapse rates over complex terrain: lessons from the cascade mountains,yes
347,"distribution, rarity and habitats of three aquatic lichens on federal land in the us pacific northwest",yes
351,a comparison of snotel and ghcn/cru surface temperatures with free-air temperatures at high elevations in the western united states: data compatibility and trends,yes
353,columbia river flow and drought since 1750,yes
354,vegetation sensitivity to global anthropogenic carbon dioxide emissions in a topographically complex region,yes
355,the role of climate and vegetation change in shaping past and future fire regimes in the northwestern us and the implications for ecosystem management,yes
357,ecosystem dynamics and disturbance in mountain wildernesses: assessing vulnerability of natural resources to change,yes
362,applying resilience concepts in forest management: a retrospective simulation approach,yes
363,rethinking the longitudinal stream temperature paradigm: region-wide comparison of thermal infrared imagery reveals unexpected complexity of river temperatures,yes
364,production and nutrient content of two shrub species related to fire in central idaho,yes
371,validation and sensitivity test of the distributed hydrology soil-vegetation model (dhsvm) in a forested mountain watershed,yes
372,sensitivity of snowpack storage to precipitation andtemperature using spatial and temporal analog models,yes
374,early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western united states,yes
